VERIFICAT: 0 0
0 3 1707292925149 oferit
3 1 1707292925149 consumat
4 1 1707292925155 consumat
3 1 1707292925157 consumat
0 4 1707292925164 oferit
5 1 1707292925164 consumat
3 1 1707292925164 consumat
5 1 1707292925171 consumat
3 1 1707292925171 consumat
1 2 1707292925174 oferit
6 1 1707292925174 consumat
5 1 1707292925178 consumat
2 2 1707292925181 oferit
7 1 1707292925181 consumat
5 1 1707292925185 consumat
1 1 1707292925192 oferit
8 1 1707292925192 consumat
VERIFICAT: 25 25
0 1 1707292925078 oferit
0 1 1707292925078 consumat
1 2 1707292925082 oferit
1 1 1707292925082 consumat
0 1 1707292925086 consumat
0 5 1707292925093 oferit
2 1 1707292925093 consumat
0 1 1707292925093 consumat
2 1 1707292925100 consumat
0 1 1707292925100 consumat
2 1 1707292925107 consumat
1 5 1707292925119 oferit
4 1 1707292925119 consumat
4 1 1707292925126 consumat
4 1 1707292925133 consumat
4 1 1707292925140 consumat
4 1 1707292925148 consumat
0 3 1707292925149 oferit
3 1 1707292925149 consumat
4 1 1707292925155 consumat
3 1 1707292925157 consumat
0 4 1707292925164 oferit
5 1 1707292925164 consumat
3 1 1707292925164 consumat
5 1 1707292925171 consumat
3 1 1707292925171 consumat
1 2 1707292925174 oferit
6 1 1707292925174 consumat
5 1 1707292925178 consumat
2 2 1707292925181 oferit
7 1 1707292925181 consumat
5 1 1707292925185 consumat
1 1 1707292925192 oferit
8 1 1707292925192 consumat
0 5 1707292925206 oferit
9 1 1707292925206 consumat
VERIFICAT: 30 26
0 1 1707292925078 oferit
0 1 1707292925078 consumat
1 2 1707292925082 oferit
1 1 1707292925082 consumat
0 1 1707292925086 consumat
0 5 1707292925093 oferit
2 1 1707292925093 consumat
0 1 1707292925093 consumat
2 1 1707292925100 consumat
0 1 1707292925100 consumat
2 1 1707292925107 consumat
1 5 1707292925119 oferit
4 1 1707292925119 consumat
4 1 1707292925126 consumat
4 1 1707292925133 consumat
4 1 1707292925140 consumat
4 1 1707292925148 consumat
0 3 1707292925149 oferit
3 1 1707292925149 consumat
4 1 1707292925155 consumat
3 1 1707292925157 consumat
0 4 1707292925164 oferit
5 1 1707292925164 consumat
3 1 1707292925164 consumat
5 1 1707292925171 consumat
3 1 1707292925171 consumat
1 2 1707292925174 oferit
6 1 1707292925174 consumat
5 1 1707292925178 consumat
2 2 1707292925181 oferit
7 1 1707292925181 consumat
5 1 1707292925185 consumat
1 1 1707292925192 oferit
8 1 1707292925192 consumat
0 5 1707292925206 oferit
9 1 1707292925206 consumat
9 1 1707292925214 consumat
9 1 1707292925221 consumat
VERIFICAT: 30 28
0 1 1707292925078 oferit
0 1 1707292925078 consumat
1 2 1707292925082 oferit
1 1 1707292925082 consumat
0 1 1707292925086 consumat
0 5 1707292925093 oferit
2 1 1707292925093 consumat
0 1 1707292925093 consumat
2 1 1707292925100 consumat
0 1 1707292925100 consumat
2 1 1707292925107 consumat
1 5 1707292925119 oferit
4 1 1707292925119 consumat
4 1 1707292925126 consumat
4 1 1707292925133 consumat
4 1 1707292925140 consumat
4 1 1707292925148 consumat
0 3 1707292925149 oferit
3 1 1707292925149 consumat
4 1 1707292925155 consumat
3 1 1707292925157 consumat
0 4 1707292925164 oferit
5 1 1707292925164 consumat
3 1 1707292925164 consumat
5 1 1707292925171 consumat
3 1 1707292925171 consumat
1 2 1707292925174 oferit
6 1 1707292925174 consumat
5 1 1707292925178 consumat
2 2 1707292925181 oferit
7 1 1707292925181 consumat
5 1 1707292925185 consumat
1 1 1707292925192 oferit
8 1 1707292925192 consumat
0 5 1707292925206 oferit
9 1 1707292925206 consumat
9 1 1707292925214 consumat
9 1 1707292925221 consumat
9 1 1707292925228 consumat
9 1 1707292925235 consumat
VERIFICAT: 30 30
0 1 1707292925078 oferit
0 1 1707292925078 consumat
1 2 1707292925082 oferit
1 1 1707292925082 consumat
0 1 1707292925086 consumat
0 5 1707292925093 oferit
2 1 1707292925093 consumat
0 1 1707292925093 consumat
2 1 1707292925100 consumat
0 1 1707292925100 consumat
2 1 1707292925107 consumat
1 5 1707292925119 oferit
4 1 1707292925119 consumat
4 1 1707292925126 consumat
4 1 1707292925133 consumat
4 1 1707292925140 consumat
4 1 1707292925148 consumat
0 3 1707292925149 oferit
3 1 1707292925149 consumat
4 1 1707292925155 consumat
3 1 1707292925157 consumat
0 4 1707292925164 oferit
5 1 1707292925164 consumat
3 1 1707292925164 consumat
5 1 1707292925171 consumat
3 1 1707292925171 consumat
1 2 1707292925174 oferit
6 1 1707292925174 consumat
5 1 1707292925178 consumat
2 2 1707292925181 oferit
7 1 1707292925181 consumat
5 1 1707292925185 consumat
1 1 1707292925192 oferit
8 1 1707292925192 consumat
0 5 1707292925206 oferit
9 1 1707292925206 consumat
9 1 1707292925214 consumat
9 1 1707292925221 consumat
9 1 1707292925228 consumat
9 1 1707292925235 consumat
2 1 1707292925240 oferit
1 1 1707292925240 consumat
1 3 1707292925246 oferit
0 1 1707292925246 consumat
1 1 1707292925247 consumat
VERIFICAT: 34 33
0 1 1707292925078 oferit
0 1 1707292925078 consumat
1 2 1707292925082 oferit
1 1 1707292925082 consumat
0 1 1707292925086 consumat
0 5 1707292925093 oferit
2 1 1707292925093 consumat
0 1 1707292925093 consumat
2 1 1707292925100 consumat
0 1 1707292925100 consumat
2 1 1707292925107 consumat
1 5 1707292925119 oferit
4 1 1707292925119 consumat
4 1 1707292925126 consumat
4 1 1707292925133 consumat
4 1 1707292925140 consumat
4 1 1707292925148 consumat
0 3 1707292925149 oferit
3 1 1707292925149 consumat
4 1 1707292925155 consumat
3 1 1707292925157 consumat
0 4 1707292925164 oferit
5 1 1707292925164 consumat
3 1 1707292925164 consumat
5 1 1707292925171 consumat
3 1 1707292925171 consumat
1 2 1707292925174 oferit
6 1 1707292925174 consumat
5 1 1707292925178 consumat
2 2 1707292925181 oferit
7 1 1707292925181 consumat
5 1 1707292925185 consumat
1 1 1707292925192 oferit
8 1 1707292925192 consumat
0 5 1707292925206 oferit
9 1 1707292925206 consumat
9 1 1707292925214 consumat
9 1 1707292925221 consumat
9 1 1707292925228 consumat
9 1 1707292925235 consumat
2 1 1707292925240 oferit
1 1 1707292925240 consumat
1 3 1707292925246 oferit
0 1 1707292925246 consumat
1 1 1707292925247 consumat
0 1 1707292925254 consumat
VERIFICAT: 34 34
0 1 1707292925078 oferit
0 1 1707292925078 consumat
1 2 1707292925082 oferit
1 1 1707292925082 consumat
0 1 1707292925086 consumat
0 5 1707292925093 oferit
2 1 1707292925093 consumat
0 1 1707292925093 consumat
2 1 1707292925100 consumat
0 1 1707292925100 consumat
2 1 1707292925107 consumat
1 5 1707292925119 oferit
4 1 1707292925119 consumat
4 1 1707292925126 consumat
4 1 1707292925133 consumat
4 1 1707292925140 consumat
4 1 1707292925148 consumat
0 3 1707292925149 oferit
3 1 1707292925149 consumat
4 1 1707292925155 consumat
3 1 1707292925157 consumat
0 4 1707292925164 oferit
5 1 1707292925164 consumat
3 1 1707292925164 consumat
5 1 1707292925171 consumat
3 1 1707292925171 consumat
1 2 1707292925174 oferit
6 1 1707292925174 consumat
5 1 1707292925178 consumat
2 2 1707292925181 oferit
7 1 1707292925181 consumat
5 1 1707292925185 consumat
1 1 1707292925192 oferit
8 1 1707292925192 consumat
0 5 1707292925206 oferit
9 1 1707292925206 consumat
9 1 1707292925214 consumat
9 1 1707292925221 consumat
9 1 1707292925228 consumat
9 1 1707292925235 consumat
2 1 1707292925240 oferit
1 1 1707292925240 consumat
1 3 1707292925246 oferit
0 1 1707292925246 consumat
1 1 1707292925247 consumat
0 1 1707292925254 consumat
0 5 1707292925263 oferit
2 1 1707292925263 consumat
2 1 1707292925271 consumat
VERIFICAT: 39 36
0 1 1707292925078 oferit
0 1 1707292925078 consumat
1 2 1707292925082 oferit
1 1 1707292925082 consumat
0 1 1707292925086 consumat
0 5 1707292925093 oferit
2 1 1707292925093 consumat
0 1 1707292925093 consumat
2 1 1707292925100 consumat
0 1 1707292925100 consumat
2 1 1707292925107 consumat
1 5 1707292925119 oferit
4 1 1707292925119 consumat
4 1 1707292925126 consumat
4 1 1707292925133 consumat
4 1 1707292925140 consumat
4 1 1707292925148 consumat
0 3 1707292925149 oferit
3 1 1707292925149 consumat
4 1 1707292925155 consumat
3 1 1707292925157 consumat
0 4 1707292925164 oferit
5 1 1707292925164 consumat
3 1 1707292925164 consumat
5 1 1707292925171 consumat
3 1 1707292925171 consumat
1 2 1707292925174 oferit
6 1 1707292925174 consumat
5 1 1707292925178 consumat
2 2 1707292925181 oferit
7 1 1707292925181 consumat
5 1 1707292925185 consumat
1 1 1707292925192 oferit
8 1 1707292925192 consumat
0 5 1707292925206 oferit
9 1 1707292925206 consumat
9 1 1707292925214 consumat
9 1 1707292925221 consumat
9 1 1707292925228 consumat
9 1 1707292925235 consumat
2 1 1707292925240 oferit
1 1 1707292925240 consumat
1 3 1707292925246 oferit
0 1 1707292925246 consumat
1 1 1707292925247 consumat
0 1 1707292925254 consumat
0 5 1707292925263 oferit
2 1 1707292925263 consumat
2 1 1707292925271 consumat
2 1 1707292925278 consumat
2 1 1707292925285 consumat
VERIFICAT: 39 38
0 1 1707292925078 oferit
0 1 1707292925078 consumat
1 2 1707292925082 oferit
1 1 1707292925082 consumat
0 1 1707292925086 consumat
0 5 1707292925093 oferit
2 1 1707292925093 consumat
0 1 1707292925093 consumat
2 1 1707292925100 consumat
0 1 1707292925100 consumat
2 1 1707292925107 consumat
1 5 1707292925119 oferit
4 1 1707292925119 consumat
4 1 1707292925126 consumat
4 1 1707292925133 consumat
4 1 1707292925140 consumat
4 1 1707292925148 consumat
0 3 1707292925149 oferit
3 1 1707292925149 consumat
4 1 1707292925155 consumat
3 1 1707292925157 consumat
0 4 1707292925164 oferit
5 1 1707292925164 consumat
3 1 1707292925164 consumat
5 1 1707292925171 consumat
3 1 1707292925171 consumat
1 2 1707292925174 oferit
6 1 1707292925174 consumat
5 1 1707292925178 consumat
2 2 1707292925181 oferit
7 1 1707292925181 consumat
5 1 1707292925185 consumat
1 1 1707292925192 oferit
8 1 1707292925192 consumat
0 5 1707292925206 oferit
9 1 1707292925206 consumat
9 1 1707292925214 consumat
9 1 1707292925221 consumat
9 1 1707292925228 consumat
9 1 1707292925235 consumat
2 1 1707292925240 oferit
1 1 1707292925240 consumat
1 3 1707292925246 oferit
0 1 1707292925246 consumat
1 1 1707292925247 consumat
0 1 1707292925254 consumat
0 5 1707292925263 oferit
2 1 1707292925263 consumat
2 1 1707292925271 consumat
2 1 1707292925278 consumat
2 1 1707292925285 consumat
2 1 1707292925292 consumat
VERIFICAT: 39 39
0 1 1707292925078 oferit
0 1 1707292925078 consumat
1 2 1707292925082 oferit
1 1 1707292925082 consumat
0 1 1707292925086 consumat
0 5 1707292925093 oferit
2 1 1707292925093 consumat
0 1 1707292925093 consumat
2 1 1707292925100 consumat
0 1 1707292925100 consumat
2 1 1707292925107 consumat
1 5 1707292925119 oferit
4 1 1707292925119 consumat
4 1 1707292925126 consumat
4 1 1707292925133 consumat
4 1 1707292925140 consumat
4 1 1707292925148 consumat
0 3 1707292925149 oferit
3 1 1707292925149 consumat
4 1 1707292925155 consumat
3 1 1707292925157 consumat
0 4 1707292925164 oferit
5 1 1707292925164 consumat
3 1 1707292925164 consumat
5 1 1707292925171 consumat
3 1 1707292925171 consumat
1 2 1707292925174 oferit
6 1 1707292925174 consumat
5 1 1707292925178 consumat
2 2 1707292925181 oferit
7 1 1707292925181 consumat
5 1 1707292925185 consumat
1 1 1707292925192 oferit
8 1 1707292925192 consumat
0 5 1707292925206 oferit
9 1 1707292925206 consumat
9 1 1707292925214 consumat
9 1 1707292925221 consumat
9 1 1707292925228 consumat
9 1 1707292925235 consumat
2 1 1707292925240 oferit
1 1 1707292925240 consumat
1 3 1707292925246 oferit
0 1 1707292925246 consumat
1 1 1707292925247 consumat
0 1 1707292925254 consumat
0 5 1707292925263 oferit
2 1 1707292925263 consumat
2 1 1707292925271 consumat
2 1 1707292925278 consumat
2 1 1707292925285 consumat
2 1 1707292925292 consumat
2 5 1707292925298 oferit
4 1 1707292925298 consumat
2 1 1707292925299 consumat
4 1 1707292925306 consumat
2 1 1707292925306 consumat
VERIFICAT: 44 43
0 1 1707292925078 oferit
0 1 1707292925078 consumat
1 2 1707292925082 oferit
1 1 1707292925082 consumat
0 1 1707292925086 consumat
0 5 1707292925093 oferit
2 1 1707292925093 consumat
0 1 1707292925093 consumat
2 1 1707292925100 consumat
0 1 1707292925100 consumat
2 1 1707292925107 consumat
1 5 1707292925119 oferit
4 1 1707292925119 consumat
4 1 1707292925126 consumat
4 1 1707292925133 consumat
4 1 1707292925140 consumat
4 1 1707292925148 consumat
0 3 1707292925149 oferit
3 1 1707292925149 consumat
4 1 1707292925155 consumat
3 1 1707292925157 consumat
0 4 1707292925164 oferit
5 1 1707292925164 consumat
3 1 1707292925164 consumat
5 1 1707292925171 consumat
3 1 1707292925171 consumat
1 2 1707292925174 oferit
6 1 1707292925174 consumat
5 1 1707292925178 consumat
2 2 1707292925181 oferit
7 1 1707292925181 consumat
5 1 1707292925185 consumat
1 1 1707292925192 oferit
8 1 1707292925192 consumat
0 5 1707292925206 oferit
9 1 1707292925206 consumat
9 1 1707292925214 consumat
9 1 1707292925221 consumat
9 1 1707292925228 consumat
9 1 1707292925235 consumat
2 1 1707292925240 oferit
1 1 1707292925240 consumat
1 3 1707292925246 oferit
0 1 1707292925246 consumat
1 1 1707292925247 consumat
0 1 1707292925254 consumat
0 5 1707292925263 oferit
2 1 1707292925263 consumat
2 1 1707292925271 consumat
2 1 1707292925278 consumat
2 1 1707292925285 consumat
2 1 1707292925292 consumat
2 5 1707292925298 oferit
4 1 1707292925298 consumat
2 1 1707292925299 consumat
4 1 1707292925306 consumat
2 1 1707292925306 consumat
4 1 1707292925313 consumat
1 3 1707292925319 oferit
3 1 1707292925319 consumat
4 1 1707292925320 consumat
VERIFICAT: 47 46
0 1 1707292925078 oferit
0 1 1707292925078 consumat
1 2 1707292925082 oferit
1 1 1707292925082 consumat
0 1 1707292925086 consumat
0 5 1707292925093 oferit
2 1 1707292925093 consumat
0 1 1707292925093 consumat
2 1 1707292925100 consumat
0 1 1707292925100 consumat
2 1 1707292925107 consumat
1 5 1707292925119 oferit
4 1 1707292925119 consumat
4 1 1707292925126 consumat
4 1 1707292925133 consumat
4 1 1707292925140 consumat
4 1 1707292925148 consumat
0 3 1707292925149 oferit
3 1 1707292925149 consumat
4 1 1707292925155 consumat
3 1 1707292925157 consumat
0 4 1707292925164 oferit
5 1 1707292925164 consumat
3 1 1707292925164 consumat
5 1 1707292925171 consumat
3 1 1707292925171 consumat
1 2 1707292925174 oferit
6 1 1707292925174 consumat
5 1 1707292925178 consumat
2 2 1707292925181 oferit
7 1 1707292925181 consumat
5 1 1707292925185 consumat
1 1 1707292925192 oferit
8 1 1707292925192 consumat
0 5 1707292925206 oferit
9 1 1707292925206 consumat
9 1 1707292925214 consumat
9 1 1707292925221 consumat
9 1 1707292925228 consumat
9 1 1707292925235 consumat
2 1 1707292925240 oferit
1 1 1707292925240 consumat
1 3 1707292925246 oferit
0 1 1707292925246 consumat
1 1 1707292925247 consumat
0 1 1707292925254 consumat
0 5 1707292925263 oferit
2 1 1707292925263 consumat
2 1 1707292925271 consumat
2 1 1707292925278 consumat
2 1 1707292925285 consumat
2 1 1707292925292 consumat
2 5 1707292925298 oferit
4 1 1707292925298 consumat
2 1 1707292925299 consumat
4 1 1707292925306 consumat
2 1 1707292925306 consumat
4 1 1707292925313 consumat
1 3 1707292925319 oferit
3 1 1707292925319 consumat
4 1 1707292925320 consumat
3 1 1707292925326 consumat
2 3 1707292925327 oferit
6 1 1707292925328 consumat
3 1 1707292925334 consumat
6 1 1707292925335 consumat
VERIFICAT: 50 50
0 1 1707292925078 oferit
0 1 1707292925078 consumat
1 2 1707292925082 oferit
1 1 1707292925082 consumat
0 1 1707292925086 consumat
0 5 1707292925093 oferit
2 1 1707292925093 consumat
0 1 1707292925093 consumat
2 1 1707292925100 consumat
0 1 1707292925100 consumat
2 1 1707292925107 consumat
1 5 1707292925119 oferit
4 1 1707292925119 consumat
4 1 1707292925126 consumat
4 1 1707292925133 consumat
4 1 1707292925140 consumat
4 1 1707292925148 consumat
0 3 1707292925149 oferit
3 1 1707292925149 consumat
4 1 1707292925155 consumat
3 1 1707292925157 consumat
0 4 1707292925164 oferit
5 1 1707292925164 consumat
3 1 1707292925164 consumat
5 1 1707292925171 consumat
3 1 1707292925171 consumat
1 2 1707292925174 oferit
6 1 1707292925174 consumat
5 1 1707292925178 consumat
2 2 1707292925181 oferit
7 1 1707292925181 consumat
5 1 1707292925185 consumat
1 1 1707292925192 oferit
8 1 1707292925192 consumat
0 5 1707292925206 oferit
9 1 1707292925206 consumat
9 1 1707292925214 consumat
9 1 1707292925221 consumat
9 1 1707292925228 consumat
9 1 1707292925235 consumat
2 1 1707292925240 oferit
1 1 1707292925240 consumat
1 3 1707292925246 oferit
0 1 1707292925246 consumat
1 1 1707292925247 consumat
0 1 1707292925254 consumat
0 5 1707292925263 oferit
2 1 1707292925263 consumat
2 1 1707292925271 consumat
2 1 1707292925278 consumat
2 1 1707292925285 consumat
2 1 1707292925292 consumat
2 5 1707292925298 oferit
4 1 1707292925298 consumat
2 1 1707292925299 consumat
4 1 1707292925306 consumat
2 1 1707292925306 consumat
4 1 1707292925313 consumat
1 3 1707292925319 oferit
3 1 1707292925319 consumat
4 1 1707292925320 consumat
3 1 1707292925326 consumat
2 3 1707292925327 oferit
6 1 1707292925328 consumat
3 1 1707292925334 consumat
6 1 1707292925335 consumat
1 2 1707292925337 oferit
7 1 1707292925337 consumat
3 1 1707292925341 consumat
VERIFICAT: 52 52
0 1 1707292925078 oferit
0 1 1707292925078 consumat
1 2 1707292925082 oferit
1 1 1707292925082 consumat
0 1 1707292925086 consumat
0 5 1707292925093 oferit
2 1 1707292925093 consumat
0 1 1707292925093 consumat
2 1 1707292925100 consumat
0 1 1707292925100 consumat
2 1 1707292925107 consumat
1 5 1707292925119 oferit
4 1 1707292925119 consumat
4 1 1707292925126 consumat
4 1 1707292925133 consumat
4 1 1707292925140 consumat
4 1 1707292925148 consumat
0 3 1707292925149 oferit
3 1 1707292925149 consumat
4 1 1707292925155 consumat
3 1 1707292925157 consumat
0 4 1707292925164 oferit
5 1 1707292925164 consumat
3 1 1707292925164 consumat
5 1 1707292925171 consumat
3 1 1707292925171 consumat
1 2 1707292925174 oferit
6 1 1707292925174 consumat
5 1 1707292925178 consumat
2 2 1707292925181 oferit
7 1 1707292925181 consumat
5 1 1707292925185 consumat
1 1 1707292925192 oferit
8 1 1707292925192 consumat
0 5 1707292925206 oferit
9 1 1707292925206 consumat
9 1 1707292925214 consumat
9 1 1707292925221 consumat
9 1 1707292925228 consumat
9 1 1707292925235 consumat
2 1 1707292925240 oferit
1 1 1707292925240 consumat
1 3 1707292925246 oferit
0 1 1707292925246 consumat
1 1 1707292925247 consumat
0 1 1707292925254 consumat
0 5 1707292925263 oferit
2 1 1707292925263 consumat
2 1 1707292925271 consumat
2 1 1707292925278 consumat
2 1 1707292925285 consumat
2 1 1707292925292 consumat
2 5 1707292925298 oferit
4 1 1707292925298 consumat
2 1 1707292925299 consumat
4 1 1707292925306 consumat
2 1 1707292925306 consumat
4 1 1707292925313 consumat
1 3 1707292925319 oferit
3 1 1707292925319 consumat
4 1 1707292925320 consumat
3 1 1707292925326 consumat
2 3 1707292925327 oferit
6 1 1707292925328 consumat
3 1 1707292925334 consumat
6 1 1707292925335 consumat
1 2 1707292925337 oferit
7 1 1707292925337 consumat
3 1 1707292925341 consumat
0 3 1707292925348 oferit
5 1 1707292925348 consumat
5 1 1707292925356 consumat
VERIFICAT: 55 54
0 1 1707292925078 oferit
0 1 1707292925078 consumat
1 2 1707292925082 oferit
1 1 1707292925082 consumat
0 1 1707292925086 consumat
0 5 1707292925093 oferit
2 1 1707292925093 consumat
0 1 1707292925093 consumat
2 1 1707292925100 consumat
0 1 1707292925100 consumat
2 1 1707292925107 consumat
1 5 1707292925119 oferit
4 1 1707292925119 consumat
4 1 1707292925126 consumat
4 1 1707292925133 consumat
4 1 1707292925140 consumat
4 1 1707292925148 consumat
0 3 1707292925149 oferit
3 1 1707292925149 consumat
4 1 1707292925155 consumat
3 1 1707292925157 consumat
0 4 1707292925164 oferit
5 1 1707292925164 consumat
3 1 1707292925164 consumat
5 1 1707292925171 consumat
3 1 1707292925171 consumat
1 2 1707292925174 oferit
6 1 1707292925174 consumat
5 1 1707292925178 consumat
2 2 1707292925181 oferit
7 1 1707292925181 consumat
5 1 1707292925185 consumat
1 1 1707292925192 oferit
8 1 1707292925192 consumat
0 5 1707292925206 oferit
9 1 1707292925206 consumat
9 1 1707292925214 consumat
9 1 1707292925221 consumat
9 1 1707292925228 consumat
9 1 1707292925235 consumat
2 1 1707292925240 oferit
1 1 1707292925240 consumat
1 3 1707292925246 oferit
0 1 1707292925246 consumat
1 1 1707292925247 consumat
0 1 1707292925254 consumat
0 5 1707292925263 oferit
2 1 1707292925263 consumat
2 1 1707292925271 consumat
2 1 1707292925278 consumat
2 1 1707292925285 consumat
2 1 1707292925292 consumat
2 5 1707292925298 oferit
4 1 1707292925298 consumat
2 1 1707292925299 consumat
4 1 1707292925306 consumat
2 1 1707292925306 consumat
4 1 1707292925313 consumat
1 3 1707292925319 oferit
3 1 1707292925319 consumat
4 1 1707292925320 consumat
3 1 1707292925326 consumat
2 3 1707292925327 oferit
6 1 1707292925328 consumat
3 1 1707292925334 consumat
6 1 1707292925335 consumat
1 2 1707292925337 oferit
7 1 1707292925337 consumat
3 1 1707292925341 consumat
0 3 1707292925348 oferit
5 1 1707292925348 consumat
5 1 1707292925356 consumat
5 1 1707292925363 consumat
VERIFICAT: 55 55
0 1 1707292925078 oferit
0 1 1707292925078 consumat
1 2 1707292925082 oferit
1 1 1707292925082 consumat
0 1 1707292925086 consumat
0 5 1707292925093 oferit
2 1 1707292925093 consumat
0 1 1707292925093 consumat
2 1 1707292925100 consumat
0 1 1707292925100 consumat
2 1 1707292925107 consumat
1 5 1707292925119 oferit
4 1 1707292925119 consumat
4 1 1707292925126 consumat
4 1 1707292925133 consumat
4 1 1707292925140 consumat
4 1 1707292925148 consumat
0 3 1707292925149 oferit
3 1 1707292925149 consumat
4 1 1707292925155 consumat
3 1 1707292925157 consumat
0 4 1707292925164 oferit
5 1 1707292925164 consumat
3 1 1707292925164 consumat
5 1 1707292925171 consumat
3 1 1707292925171 consumat
1 2 1707292925174 oferit
6 1 1707292925174 consumat
5 1 1707292925178 consumat
2 2 1707292925181 oferit
7 1 1707292925181 consumat
5 1 1707292925185 consumat
